nom_complet_taxon_referentiel;nom_valide
Rumex crispus subsp. uliginosus (Le Gall) Akeroyd, 1989;Rumex crispus var. uliginosus Le Gall, 1852
Rumex salicifolius subsp. triangulivalvis Danser, 1926;Rumex triangulivalvis (Danser) Rech.f., 1937
Rumex thyrsiflorus Fingerh. subsp. thyrsiflorus;Rumex thyrsiflorus Fingerh., 1829
Sagina revelieri Jord. & Fourr., 1866;Sagina subulata subsp. revelieri (Jord. & Fourr.) Rouy & Foucaud, 1896
Salicornia brachystachya (G.Mey.) D.König, 1960;Salicornia europaea L., 1753
Salicornia brachystachya x Salicornia pusilla ;Salicornia europaea x Salicornia x marshallii 
Salix alba L. subsp. alba;Salix alba var. alba 
Salix alba subsp. coerulea (Sm.) Rech.f., 1963;Salix alba var. coerulea (Sm.) Dumort., 1827
Salix alba subsp. vitellina (L.) Schübler & G.Martens, 1834;Salix alba var. vitellina (L.) Stokes, 1812
Salix arenaria L., 1753;Salix repens subsp. dunensis Rouy, 1910
Salix fragilis L. subsp. fragilis;Salix fragilis L., 1753
Salix x mollissima var. hippophaeifolia (Thuill.) Wimm., 1866;Salix x mollissima Ehrh. ex Elwert, 1786
Salix x mollissima var. undulata (Ehrh.) Wimm., 1866;Salix x mollissima Ehrh. ex Elwert, 1786
Salsola collina Pall., 1803;Kali collina (Pall.) Akhani & E.H.Roalson
Salsola kali L., 1753;Kali soda Moench, 1794
Salsola kali L. subsp. kali;Kali soda Moench, 1794
Salsola kali subsp. tragus (L.) Celak., 1871;Kali tragus (L.) Scop., 1771
Salvia lavandulifolia subsp. gallica Lippert, 1979;Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Obón, 2004
Salvia lavandulifolia subsp. pyrenaeorum Lippert, 1979;Salvia officinalis var. pyrenaeorum (W.Lippert) O.Bolòs & Vigo, 1995
Salvia lavandulifolia Vahl, 1804;Salvia officinalis subsp. lavandulifolia (Vahl) Gams, 1927
Salvia pratensis subsp. laciniosa (Jord.) Briq., 1895;Salvia x laciniosa Jord., 1849
Salvia splendens Sellow ex Wied-Neuw., 1821;Salvia splendens Sellow ex Wied-Neuw., 1820
Salvia tomentosa Mill.;Salvia tomentosa Mill., 1768
Salvia x cadevallii Sennen, 1912;Salvia x laciniosa Jord., 1849
Salvinia molesta D.S. Mitchell;Salvinia molesta D.S.Mitch., 1972
Sambucus nigra L. var. decussata Gillot;Sambucus nigra L., 1753
Sambucus nigra L. var. laciniata L.;Sambucus nigra 'Laciniata' 
Sambucus nigra L. var. nigra;Sambucus nigra L., 1753
Sanguisorba minor Scop., 1771;Poterium sanguisorba L., 1753
Sanguisorba minor Scop. subsp. minor;Poterium sanguisorba subsp. sanguisorba 
Sanguisorba minor subsp. balearica (Bourgau ex Nyman) Muñoz Garm. & C.Navarro, 1998;Poterium sanguisorba subsp. balearica (Bourg. ex Nyman) Stace, 2009
Sanguisorba minor var. insularis Briq., 1913;Poterium sanguisorba subsp. sanguisorba 
Sanguisorba minor var. minor ;Poterium sanguisorba subsp. sanguisorba 
Sanguisorba verrucosa (Link ex G.Don) Ces., 1842;Poterium verrucosum Link ex G.Don, 1832
Santolina marchii Arrigoni, 1977;Santolina chamaecyparissus L., 1753
Santolina squarrosa Willd., 1803;Santolina villosa Mill.
Saxifraga biflora All. subsp. biflora;Saxifraga biflora All., 1773
Saxifraga biflora subsp. macropetala (A.Kern.) Rouy & E.G.Camus, 1901;Saxifraga x kochii Hornung, 1835
Saxifraga clusii Gouan, 1773;Micranthes clusii (Gouan) B.Bock, 2012
Saxifraga cymbalaria L.;Saxifraga cymbalaria L., 1753
Saxifraga cymbalaria L. var. huetiana (Boiss.) Engl. & Irmsch.;Saxifraga cymbalaria var. huetiana (Boiss.) Engl. & Irmsch., 1916
Saxifraga exarata subsp. delphinensis (Ravaud) Kerguélen, 1993;Saxifraga delphinensis Ravaud, 1890
Saxifraga exarata subsp. lamottei (Luizet) D.A.Webb, 1987;Saxifraga lamottei Luizet, 1913
Saxifraga granulata L. subsp. granulata;Saxifraga granulata L., 1753
Saxifraga hieraciifolia Waldst. & Kit. ex Willd., 1799;Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw., 1822
Saxifraga oppositifolia subsp. glandulifera Vacc., 1903;Saxifraga oppositifolia L., 1753
Saxifraga pedemontana All. subsp. pedemontana;Saxifraga pedemontana All., 1785
Saxifraga pedemontana subsp. cervicornis (Viv.) Arcang., 1882;Saxifraga cervicornis Viv., 1825
Saxifraga pedemontana subsp. prostii (Sternb.) D.A.Webb, 1963;Saxifraga prostii Sternb., 1831
Saxifraga pubescens Pourr. subsp. pubescens;Saxifraga pubescens Pourr., 1788
Saxifraga stellaris L., 1753;Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005
Schinus molle L.;Schinus molle L., 1753
Scilla elongata Parl., 1854;Oncostema elongata (Parl.) Speta, 1987
Scilla luciliae (Boiss.) Speta;Scilla luciliae (Boiss.) Speta, 1971
Scirpoides Ség., 1754;Scirpoides J.Scheuchzer ex Ség., 1754
Scleranthus delortii Gren., 1852;Scleranthus annuus subsp. delortii (Gren.) Meikle, 1977
Scleranthus perennis subsp. burnatii (Briq.) P.D.Sell, 1963;Scleranthus burnatii Briq., 1910
Scleranthus polycarpos L., 1756;Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens, 1894
Scleranthus verticillatus Tausch, 1829;Scleranthus annuus subsp. verticillatus (Tausch) Arcang., 1882
Scorpiurus muricatus L. subsp. muricatus;Scorpiurus muricatus L., 1753
Scorpiurus muricatus subsp. subvillosus (L.) Thell., 1912;Scorpiurus subvillosus L., 1753
Scorzonera austriaca subsp. bupleurifolia (Pouzolz) Bonnier, 1923;Scorzonera austriaca subsp. bupleurifolia (Pouzolz ex Timb.-Lagr. & Jeanb.) Bonnier, 1923
Scorzonera hispanica subsp. glastifolia (Willd.) Arcang., 1882;Scorzonera hispanica subsp. asphodeloides (Wallr.) Arcang., 1882
Scorzonera laciniata L., 1753;Podospermum laciniatum (L.) DC., 1805
Scorzonera purpurea L., 1753;Podospermum purpureum (L.) W.D.J.Koch & Ziz
Scorzoneroides autumnalis subsp. pratensis (Link) Holub, 1978;Scorzoneroides autumnalis subsp. borealis (Ball) Greuter, 2006
Scorzoneroides pyrenaica subsp. helvetica (Mérat) B.Bock;Scorzoneroides pyrenaica var. helvetica (Mérat) B.Bock, 2012
Scorzoneroides pyrenaica subsp. pyrenaica ;Scorzoneroides pyrenaica var. pyrenaica 
Scrophularia canina subsp. juratensis (Schleich. ex Wydler) Bonnier & Layens, 1894;Scrophularia canina subsp. hoppii (W.D.J.Koch) P.Fourn., 1937
Scrophularia canina var. canina ;Scrophularia canina L. subsp. canina
Scrophularia oblongifolia var. neesii (Wirtg.) B.Bock;Scrophularia oblongifolia subsp. neesii (Wirtg.) B.Bock, 2012
Secale montanum Guss., 1827;Secale strictum (C.Presl) Strobl
Securigera DC., 1805;Coronilla L., 1753
Securigera securidaca (L.) Degen & Dörfl., 1897;Coronilla securidaca L., 1753
Securigera varia (L.) Lassen, 1989;Coronilla varia L., 1753
Securigera varia (L.) Lassen subsp. varia;Coronilla varia L., 1753
Sedum acre L. subsp. acre;Sedum acre L., 1753
Sedum album L. subsp. album;Sedum album L., 1753
Sedum album subsp. micranthum (Bastard ex DC.) Syme, 1865;Sedum album var. micranthum (Bastard ex DC.) DC., 1828
Sedum anopetalum DC., 1808;Sedum ochroleucum Chaix, 1785
Sedum rubens L. subsp. rubens;Sedum rubens L., 1753
Sedum rupestre L. subsp. rupestre;Sedum rupestre L., 1753
Sedum villosum subsp. nevadense (Coss.) Nyman, 1879;Sedum nevadense Coss., 1852
Selinum;Selinum L., 1762
Sempervivum x pseudo-arachnoideum Lamotte, 1864;Sempervivum x barbulatum var. pseudo-arachnoideum (Lamotte) B.Bock, 2012
Senecio doronicum subsp. gerardi (Gren. & Godr.) Nyman, 1879;Senecio gerardi Gren. & Godr., 1850
Senecio leucanthemifolius subsp. transiens (Rouy) P.Fourn., 1939;Senecio transiens (Rouy) Jeanm., 2003
Senecio leucanthemifolius subsp. vernalis (Waldst. & Kit.) Alexander, 1979;Senecio vernalis Waldst. & Kit., 1802
Senecio linifolius L., 1759;Senecio odontophyllus C.Jeffrey, 1992
Serapias vomeracea (Burm.f.) Briq. subsp. vomeracea;Serapias vomeracea var. vomeracea 
Serratula lycopifolia (Vill.) A.Kern., 1872;Klasea lycopifolia (Vill.) Á.Löve & D.Löve
Serratula nudicaulis (L.) DC., 1805;Klasea nudicaulis (L.) Fourr.
Sesleria argentea (Savi) Savi, 1808;Sesleria cylindrica (Balb.) DC., 1806
Setaria P. Beauv., 1812;Setaria P.Beauv., 1812
Setaria verticillata (L.) P.Beauv. subsp. verticillata;Setaria verticillata (L.) P.Beauv., 1812
Setaria viridis (L.) P.Beauv., 1812;Setaria italica subsp. viridis (L.) Thell., 1912
Setaria viridis (L.) P.Beauv. subsp. viridis;Setaria italica subsp. viridis (L.) Thell., 1912
Setaria viridis subsp. pycnocoma (Steud.) Tzvelev, 1969;Setaria italica subsp. pycnocoma (Steud.) de Wet, 1981
Sherardia arvensis L. var. arvensis;Sherardia arvensis L., 1753
Sideritis endressii subsp. provincialis (Jord. & Fourr. ex Rouy) Coulomb, 2000;Sideritis provincialis (Jord. & Fourr. ex Rouy) Coulomb & J.M.Tison, 2010
Sideritis endressii var. endressii ;Sideritis endressii Willk., 1859
Sideritis endressii var. littoralis (Timb.-Lagr.) Gaut., 1897;Sideritis littoralis Timb.-Lagr., 1876
Sideritis endressii Willk. subsp. endressii;Sideritis endressii Willk., 1859
Sideritis hirsuta subsp. vulgaris (Willk.) Coulomb, 2000;Sideritis vulgaris (Willk.) Coulomb & J.M.Tison, 2010
Sideritis hyssopifolia subsp. somedana Obón & D.Rivera, 1994;Sideritis hyssopifolia var. somedana (Obón & D.Rivera) B.Bock, 2012
Sideritis peyrei subsp. guillonii (Timb.-Lagr.) Coulomb, 2000;Sideritis hyssopifolia subsp. guillonii (Timb.-Lagr.) Nyman, 1890
Sideritis peyrei subsp. pastoris (Sennen) Coulomb, 2000;Sideritis hyssopifolia subsp. gouanii (Timb.-Lagr.) B.Bock, 2012
Sideritis peyrei Timb.-Lagr., 1872;Sideritis hyssopifolia subsp. peyrei (Timb.-Lagr.) Briq., 1893
Sideritis peyrei Timb.-Lagr. subsp. peyrei;Sideritis hyssopifolia subsp. peyrei (Timb.-Lagr.) Briq., 1893
Silene armeria L., 1753;Atocion armeria (L.) Raf., 1840
Silene chalcedonica (L.) E.H.L.Krause, 1901;Lychnis chalcedonica L., 1753
Silene coelirosa (L.) Godr., 1847;Eudianthe coelirosa (L.) Rchb., 1844
Silene colorata Poir.;Silene colorata Poir., 1789
Silene flos-cuculi (L.) Clairv., 1811;Lychnis flos-cuculi L., 1753
Silene flos-cuculi (L.) Clairv. subsp. flos-cuculi;Lychnis flos-cuculi subsp. flos-cuculi 
Silene flos-jovis (L.) Greuter & Burdet, 1982;Lychnis flos-jovis (L.) Desr., 1792
Silene laeta (Aiton) Godr., 1847;Eudianthe laeta (Aiton) Willk., 1853
Silene nocturna L. subsp. nocturna;Silene nocturna L., 1753
Silene nocturna subsp. boullui (Rouy & Foucaud) Gamisans, 1993;Silene boullui (Rouy & Foucaud) Kerguélen, 1987
Silene portensis L. subsp. portensis;Silene portensis L., 1753
Silene pusilla Waldst. & Kit., 1812;Heliosperma pusillum (Waldst. & Kit.) Rchb., 1844
Silene rupestris L., 1753;Atocion rupestre (L.) B.Oxelman
Silene vulgaris subsp. humilis (R.Schub.) Rauschert, 1966;Silene vulgaris var. humilis R.Schub., 1954
Silene vulgaris subsp. maritima (With.) Á.Löve & D.Löve, 1961;Silene uniflora Roth subsp. uniflora
Sinapis alba f. alba ;Sinapis alba var. alba L.
Sinapis alba f. dissecta (Lag.) B.Bock;Sinapis alba var. dissecta (Lag.) B.Bock, 2012
Sisymbrium austriacum Jacq. subsp. contortum (Cav.) Rouy & Foucaud;Sisymbrium austriacum subsp. contortum (Cav.) Rouy & Foucaud, 1895
Sisymbrium supinum L., 1753;Erucastrum supinum (L.) Al-Shehbaz & Warwick, 2003
Skimmia japonica Thunb.;Skimmia japonica Thunb., 1783
Solanum rantonnettii Carrière ex Lesc., 1859;Lycianthes rantonnetii (Carrière ex Lesc.) Bitter, 1920
Soleirolia Gaudich, 1830;Soleirolia Gaudich., 1830
Solenopsis minuta subsp. corsica Meikle, 1979;Solenopsis corsica (Meikle) M.B.Crespo, Serra & A.Juan, 1998
Solidago gigantea Aiton subsp. gigantea;Solidago gigantea Aiton, 1789
Solidago gigantea subsp. serotina (Kuntze) McNeill, 1973;Solidago gigantea Aiton, 1789
Solidago graminifolia (L.) Salisb., 1796;Euthamia graminifolia (L.) Nutt., 1818
Solidago virgaurea subsp. alpestris (Waldst. & Kit.) Gremli, 1878;Solidago virgaurea subsp. minuta (L.) Arcang., 1882
Soliva pterosperma (Juss.) Less., 1832;Soliva sessilis Ruíz & Pav.
Sonchus maritimus L. subsp. maritimus;Sonchus maritimus L., 1759
Sonchus maritimus subsp. aquatilis (Pourr.) Nyman, 1879;Sonchus aquatilis Pourr., 1788
Sorbaria A.Br., 1866;Sorbaria (DC.) A.Br., 1866
Sorbaria sorbifolia (L.) A.Braun, 1866;Sorbaria sorbifolia (L.) A.Braun, 1864
Sorghum x drummondii (Steud.) Millsp. & Chase, 1903;Sorghum drummondii (Steud.) Millsp. & Chase, 1903
Sparganium minimum Wallr., 1840;Sparganium natans L., 1754
Spartina patens (Ait.) Muhl., 1817;Spartina patens (Aiton) Muhl., 1813
Spartina versicolor Fabre, 1850;Spartina patens (Aiton) Muhl., 1813
Spergula arvensis L. subsp. arvensis;Spergula arvensis var. arvensis 
Spergula arvensis subsp. gracilis (E.Petit) Briq., 1910;Spergula arvensis var. gracilis E.Petit, 1885
Spergularia bocconi (Scheele) Graebn., 1919;Spergula bocconii (Scheele) Pedersen, 1984
Spergularia diandra (Guss.) Boiss., 1867;Spergula diandra (Guss.) Murb., 1897
Spergularia echinosperma (Celak.) Asch. & Graebn., 1893;Spergula echinosperma (Celak.) E.H.L.Krause, 1901
Spergularia heldreichii Foucaud, 1903;Spergula heldreichii (Foucaud ex E.Simon & P.Monnier) G.López, 2010
Spergularia J. & C. Presl, 1819;Spergularia (Pers.) J. & C. Presl, 1819
Spergularia macrorrhiza (Loisel.) Heynh., 1846;Spergula macrorrhiza (Loisel.) B.Bock & J.M.Tison, 2012
Spergularia marina (L.) Besser, 1821;Spergula marina (L.) Bartl. & H.L.Wendl., 1825
Spergularia media (L.) C.Presl, 1826;Spergula media (L.) Bartl. & H.L.Wendl., 1825
Spergularia media (L.) C.Presl subsp. media;Spergula media (L.) Bartl. & H.L.Wendl., 1825
Spergularia media subsp. angustata (Clavaud) Kerguélen & Lambinon, 1993;Spergula media (L.) Bartl. & H.L.Wendl., 1825
Spergularia nicaeensis Sarato ex Burnat, 1892;Spergula nicaeensis (Sarato ex Burnat) G.López, 2010
Spergularia rubra (L.) J.Presl & C.Presl, 1819;Spergula rubra (L.) D.Dietr., 1840
Spergularia segetalis (L.) G.Don, 1831;Spergula segetalis (L.) Vill., 1789
Spergularia tangerina P.Monnier, 1964;Spergula tangerina (P.Monnier) G.López, 2010
Sporobolus R. Br., 1810;Sporobolus R.Br., 1810
Stachys aimerici Gamisans, 2005;Stachys salisii Jord. & Fourr., 1868
Stachys alopecuros (L.) Benth., 1834;Betonica alopecuros L., 1753
Stachys annua (L.) L. subsp. annua;Stachys annua (L.) L., 1763
Stachys corsica Pers. var. corsica;Stachys corsica Pers., 1806
Stachys corsica Pers. var. micrantha Bertol.;Stachys salisii Jord. & Fourr., 1868
Stachys ocymastrum (L.) Briq. subsp. ocymastrum;Stachys ocymastrum (L.) Briq., 1893
Stachys officinalis (L.) Trévis., 1842;Betonica officinalis L., 1753
Stachys officinalis (L.) Trevis. subsp. officinalis;Betonica officinalis subsp. officinalis 
Stachys pradica (Zanted.) Greuter & Pignatti, 1980;Betonica hirsuta L., 1771
Stellaria cupaniana (Jord. & Fourr.) Bég., 1908;Stellaria neglecta var. cupaniana (Jord. & Fourr.) B.Bock, 2012
Stellaria media (L.) Vill. subsp. media;Stellaria media (L.) Vill., 1789
Stipa bromoides (L.) Dörfl., 1897;Achnatherum bromoides (L.) P.Beauv., 1812
Stipa capensis Thunb., 1794;Stipella capensis (Thunb.) Röser & Hamasha, 2012
Stipa eriocaulis subsp. lutetiana H.Scholz, 1968;Stipa gallica Celak., 1883
Stipa formicarum Delile, 1849;Nassella formicarum (Delile) Barkworth, 1990
Stipa papposa Nees, 1829;Jarava plumosa (Spreng.) Jacobs & Everett
Stipa parviflora Desf., 1798;Stipella parviflora (Desf.) Röser & Hamasha, 2012
Stipa tenacissima L., 1755;Macrochloa tenacissima (L.) Kunth, 1829
Suaeda J.F.Gmel., 1791;Suaeda Forssk. ex J.F.Gmel., 1791
Suaeda maritima (L.) Dumort., 1829;Suaeda maritima (L.) Dumort., 1827
Symphyotrichum novi-belgii subsp. laevigatus (Lam.) B.Bock;Symphyotrichum novi-belgii var. laevigatus (Lam.) B.Bock, 2012
Symphyotrichum novi-belgii subsp. novi-belgii ;Symphyotrichum novi-belgii var. novi-belgii 
Symphyotrichum squamatum (Spreng.) G.L.Nesom, 1995;Symphyotrichum subulatum var. squamatum (Spreng.) S.D.Sundb., 2004
Tanacetum annuum L., 1753;Vogtia annua (L.) Oberpr. & Sonboli, 2012
Tanacetum cinerariifolium (Trévir.) Sch.Bip., 1844;Tanacetum cinerariifolium (Trevir.) Sch.Bip., 1844
Tanacetum corymbosum (L.) Sch.Bip. subsp. corymbosum;Tanacetum corymbosum (L.) Sch.Bip., 1844
Taraxacum atrosquamatum Soest, 1957;Taraxacum oxoniense Dahlst., 1923
Taraxacum braunblanquetii Soest, 1954;Taraxacum braun-blanquetii Soest, 1954
Taraxacum corsicum Soest, 1959;Taraxacum cucullatiforme Soest, 1957
Taraxacum degelii G.E.Haglund, 1935;Taraxacum tanyolobum Dahlst., 1933
Taraxacum delanghii Soest, 1965;Taraxacum delanghei Soest, 1965
Taraxacum duvigneaudii Soest, 1971;Taraxacum delanghei Soest, 1965
Taraxacum ferale Kirschner & Štepán?k, 1998;Taraxacum ferale Kirschner & tepánek, 1998
Taraxacum F.H. Wiggers;Taraxacum F.H.Wigg.
Taraxacum gamisansii Soest, 1974;Taraxacum renosense Soest, 1957
Taraxacum laevigatum (Willd.) DC., 1813;Taraxacum erythrospermum Andrz. ex Besser, 1821
Taraxacum madidum Kirschner & Štepán?k, 1994;Taraxacum madidum Kirschner & tepánek, 1994
Taraxacum marchionii Soest, 1957;Taraxacum lacistophylloides Dahlst., 1933
Taraxacum multilepis Kirschner & Stepánek, 1989;Taraxacum multilepis Kirschner & tepánek, 1989
Taraxacum odiosum Kirschner & Štepán?k, 1998;Taraxacum odiosum Kirschner & tepánek, 1998
Taraxacum saassense Soest, 1959;Taraxacum saasense Soest, 1959
Taraxacum silesiacum Dahlst. ex G.E.Haglund, 1938;Taraxacum parnassicum Dahlst., 1926
Taraxacum squamulosum Soest, 1957;Taraxacum oxoniense Dahlst., 1923
Taxus baccata var. stricta Lawson;Taxus baccata var. fastigiata (Lindl.) J.W.Loudon
Teesdalia R. Br., 1812;Teesdalia R.Br., 1812
Tephroseris helenitis subsp. arvernensis (Rouy) B.Nord., 1978;Tephroseris helenitis var. arvernensis (Rouy) B.Bock, 2012
Tephroseris helenitis var. discoidea (DC.) Kerguélen, 1987;Tephroseris helenitis var. pyrenaica (Nyman) B.Bock, 2012
Tephroseris Rchb., 1842;Tephroseris (Rchb.) Rchb., 1842
Tetragonolobus maritimus (L.) Roth, 1788;Lotus maritimus L., 1753
Tetragonolobus maritimus var. hirsutus (Willk.) Muñoz Garm. & Pedrol, 1987;Lotus maritimus var. hirsutus (Willk.) Kerguélen, 1994
Tetragonolobus maritimus var. maritimus ;Lotus maritimus L. var. maritimus
Tetragonolobus purpureus Moench, 1794;Lotus tetragonolobus L., 1753
Tetragonolobus Scop., 1772;Lotus L., 1753
Teucrium aureum Schreb. subsp. aureum;Teucrium aureum Schreb., 1773
Teucrium scorodonia L. subsp. scorodonia;Teucrium scorodonia L., 1753
Thalictrum flavum L. subsp. flavum;Thalictrum flavum L., 1753
Thalictrum morisonii C.C.Gmel., 1826;Thalictrum lucidum L., 1753
Thalictrum morisonii subsp. mediterraneum (Jord.) P.W.Ball, 1962;Thalictrum lucidum L., 1753
Thalictrum simplex subsp. bauhinii (Crantz) Tutin, 1964;Thalictrum simplex subsp. tenuifolium (Crantz) Tutin
Thelypteris C.C. Schmidel;Thelypteris Schmidel, 1763
Thesium bavarum Schrank, 1786;Thesium linophyllon subsp. montanum (Ehrh. ex Hoffm.) Celak., 1871
Thymus caespitosus Opiz ex Ronniger, 1932;Thymus praecox Opiz subsp. praecox
Thymus froelichianus Opiz, 1831;Thymus pulegioides var. vestitus (Lange) Jalas, 1974
Thymus polytrichus A.Kern. ex Borbás subsp. polytrichus;Thymus praecox subsp. polytrichus (A.Kern. ex Borbás) Jalas, 1970
Thymus polytrichus subsp. britannicus (Ronniger) Kerguélen, 1987;Thymus praecox subsp. britannicus (Ronniger) Holub, 1973
Thymus polytrichus subsp. vallicola (Heinr.Braun) Debray ex Kerguélen, 1987;Thymus praecox subsp. polytrichus (A.Kern. ex Borbás) Jalas, 1970
Thymus pseudochamaedrys (Heinr.Braun) Ronniger, 1944;Thymus oenipontanus Heinr.Braun, 1891
Tolpis barbata subsp. umbellata (Bertol.) Jahand. & Maire, 1934;Tolpis umbellata Bertol., 1803
Torilis Adanson, 1763;Torilis Adans., 1763
Trachycarpus fortunei (Hook.) H.Wendl., 1861;Trachycarpus fortunei (Hook.) H.Wendl., 1862
Tradescantia zebrina Bosse, 1849;Tradescantia zebrina Heynh. ex Bosse, 1849
Tragopogon eriospermus Ten., 1823;Tragopogon porrifolius subsp. eriospermus (Ten.) Greuter
Tragus;Tragus Haller, 1768
Trianthema ;Trianthema L., 1753
Trifolium alexandrinum L.;Trifolium alexandrinum L., 1755
Trifolium angustifolium L. subsp. angustifolium;Trifolium angustifolium L., 1753
Trifolium argutum Banks & Sol.;Trifolium argutum Banks & Sol., 1794
Trifolium arvense L. subsp. arvense;Trifolium arvense var. arvense 
Trifolium arvense subsp. gracile (Thuill.) Nyman, 1878;Trifolium arvense var. gracile (Thuill.) DC., 1805
Trifolium campestre Schreb. subsp. campestre;Trifolium campestre Schreb., 1804
Trifolium hybridum L. subsp. hybridum;Trifolium hybridum var. hybridum 
Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn., 1907;Trifolium hybridum var. elegans (Savi) Boiss.
Trifolium incarnatum L. subsp. incarnatum;Trifolium incarnatum var. incarnatum 
Trifolium incarnatum subsp. molinerii (Balb. ex Hornem.) Ces., 1844;Trifolium incarnatum var. molinerii (Balb. ex Hornem.) DC., 1815
Trifolium isthmocarpum Brot.;Trifolium isthmocarpum Brot., 1816
Trifolium isthmocarpum Brot. subsp. jaminianum (Boiss.) Murb.;Trifolium isthmocarpum subsp. jaminianum (Boiss.) Murb., 1897
Trifolium maritimum Huds., 1762;Trifolium squamosum L., 1759
Trifolium maritimum Huds. subsp. maritimum;Trifolium squamosum var. squamosum 
Trifolium maritimum subsp. xatardii (DC.) Asch. & Graebn., 1907;Trifolium squamosum var. xatardii (DC.) Guin., 1984
Trifolium phleoides Pourr. ex Willd. subsp. phleoides;Trifolium phleoides f. phleoides 
Trifolium pratense subsp. nivale Ces., 1844;Trifolium pratense var. villosum DC., 1805
Trifolium resupinatum L. subsp. resupinatum;Trifolium resupinatum var. resupinatum 
Trifolium resupinatum subsp. suaveolens (Willd.) Ponert, 1973;Trifolium resupinatum var. majus Boiss., 1872
Trifolium striatum L. subsp. striatum;Trifolium striatum L., 1753
Trifolium subterraneum var. brachycladum Gibelli & Belli, 1893;Trifolium subterraneum var. subterraneum 
Triglochin bulbosum subsp. barrelieri (Loisel.) Rouy, 1912;Triglochin barrelieri Loisel., 1807
Triglochin bulbosum subsp. laxiflorum (Guss.) Rouy, 1912;Triglochin laxiflorum Guss., 1825
Triglochin palustre L., 1753;Triglochin palustris L., 1753
Trigonella radiata (L.) Boiss., 1872;Medicago radiata L., 1753
Trinia glauca (L.) Dumort., 1829;Trinia glauca (L.) Dumort., 1827
Trisetum aureum (Ten.) Ten., 1820;Trisetaria aurea (Ten.) Pignatti, 1955
Trisetum flavescens subsp. burnoufii (Req. ex Parl.) P.Fourn., 1934;Trisetum burnoufii Req. ex Parl., 1850
Trisetum loeflingianum (L.) C.Presl, 1820;Trisetaria loeflingiana (L.) Paunero, 1950
Triticum dicoccon Schrank, 1789;Triticum turgidum subsp. dicoccon (Schrank) Thell.
Triticum durum Desf., 1798;Triticum turgidum subsp. durum (Desf.) Husn., 1899
Triticum spelta L., 1753;Triticum aestivum subsp. spelta (L.) Thell., 1912
Tsuga canadensis (L.) Carr.;Tsuga canadensis (L.) Carrière, 1855
Tsuga Carrière, 1855;Tsuga (Endl.) Carrière, 1855
Tuberaria plantaginea (Willd.) Gallego, 1992;Tuberaria inconspicua (Thibaud ex Pers.) Willk., 1859
Tuberaria Spach, 1836;Tuberaria (Dunal) Spach, 1836
Typha minima Funck subsp. minima;Typha minima Funck, 1794
Typha minima subsp. gracilis (Ducommun) K.Richt., 1890;Typha minima Funck, 1794
Ulex europaeus x Ulex gallii subsp. gallii ;Ulex europaeus x Ulex gallii 
Ulmus glabra Huds. subsp. glabra;Ulmus glabra Huds., 1762
Ulmus minor Mill. subsp. procera (Salisb.) Franco;Ulmus minor subsp. procera (Salisb.) Franco, 1993
Urochloa A.M. Palisot de Beauvois;Urochloa P.Beauv., 1812
Urtica dioica L. subsp. dioica;Urtica dioica subsp. dioica 
Vaccaria N.M. Wolf, 1781;Vaccaria Wolf, 1781
Valeriana officinalis L. subsp. repens (Host) O.Bolos & Vigo;Valeriana officinalis subsp. repens (Host) O.Bolòs & Vigo, 1983
Valeriana pratensis Dierb.;Valeriana pratensis Dierb., 1825
Valeriana rotundifolia Vill. var. tripartita Gamisans;Valeriana rotundifolia var. tripartita Gamisans, 1971
Valeriana versifolia Brügger;Valeriana versifolia Brügger, 1886
Valerianella carinata Loisel.;Valerianella locusta f. carinata (Loisel.) Devesa, J.López & R.Gonzalo, 2005
Valerianella locusta (L.) Laterr. var. locusta;Valerianella locusta (L.) Laterr., 1821
Valerianella locusta (L.) Laterr. var. oleracea (Schltr.) Breistr.;Valerianella locusta var. oleracea (Schltdl.) Breistr.
Valerianella Miller, 1754;Valerianella Mill., 1754
Valerianella pumila (Willd.) DC.;Valerianella coronata f. pumila (L.) Devesa, J.López & R.Gonzalo, 2005
Valerianella rimosa Bastard;Valerianella dentata f. rimosa (Bastard) Devesa, J.López & R.Gonzalo, 2005
Verbascum arcturus L.;Verbascum arcturus L., 1753
Verbascum levanticum I.K.Ferguson;Verbascum levanticum I.K.Ferguson, 1971
Verbascum lychnitis L. subsp. lychnitis;Verbascum lychnitis L., 1753
Verbascum thapsus var. montanum (Schrad.) Cariot & St.-Lag., 1889;Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894
Verbena peruviana (L.) Druce, 1914;Glandularia peruviana (L.) Small, 1933
Veronica anagallis-aquatica L. subsp. anagallis-aquatica;Veronica anagallis-aquatica L., 1753
Veronica anagallis-aquatica subsp. anagalloides (Guss.) Batt., 1890;Veronica anagalloides Guss., 1826
Veronica anagallis-aquatica subsp. aquatica Nyman, 1890;Veronica catenata Pennell, 1921
Veronica anagallis-aquatica subsp. lackzschewickii (J.Keller) B.Bock;Veronica x lackzschewickii J.Keller, 1942
